Chr,Start,End,Symbol,Strand,TPM,,Gene_ID,Type,N_alu,N_events,Ed_Pri,Ed_Mat
chr19,12175546,12192380,ZNF844,+,2.799,V,ENSG00000223547,protein_coding,12,40,0.17,0.0
chr19,12186142,12224140,AC022415.2,+,0.202,V,ENSG00000286132,protein_coding,24,40,0.17,0.0
chr3,141594966,141645391,ATP1B3,+,163.891,V,ENSG00000069849,protein_coding,19,39,0.191,0.0
chr17,5322961,5336196,RPAIN,+,10.818,V,ENSG00000129197,protein_coding,4,39,0.238,0.0
chr2,95810745,95831158,ZNF514,-,10.456,V,ENSG00000144026,protein_coding,4,39,0.189,0.0
chr2,95751114,95815179,MRPS5,-,20.345,V,ENSG00000144029,protein_coding,24,39,0.189,0.0
chr7,139025105,139108203,LUC7L2,+,17.812,V,ENSG00000146963,protein_coding,45,39,0.257,0.0
chr4,17802278,17812381,DCAF16,-,14.18,V,ENSG00000163257,protein_coding,3,39,0.241,0.0
chr17,40465342,40540586,STAT3,-,141.883,V,ENSG00000168610,protein_coding,50,39,0.136,0.0
chr17,79476997,79490873,ACTG1,-,2759.689,V,ENSG00000184009,protein_coding,2,39,0.002,0.0
chr9,140500137,140509812,ARRDC1,+,56.339,V,ENSG00000197070,protein_coding,4,39,0.162,0.0
chr7,99070513,99101273,ZNF789,+,5.524,V,ENSG00000198556,protein_coding,27,39,0.243,0.0
chr1,145507415,145517375,RBM8A,+,33.53,V,ENSG00000265241,protein_coding,3,39,0.196,0.0
chr8,130697647,130735269,AC103718.1,-,23.786,V,ENSG00000285108,lncRNA,2,39,0.231,0.0
chr1,153559289,153578759,BX470102.2,-,4.973,V,ENSG00000285867,lncRNA,22,39,0.084,0.0
chrX,48886237,48900936,TFE3,-,42.911,V,ENSG00000068323,protein_coding,8,38,0.193,0.0
chr19,18668572,18680197,KXD1,+,29.311,V,ENSG00000105700,protein_coding,9,38,0.154,0.0
chr3,179113876,179169264,GNB4,-,6.96,V,ENSG00000114450,protein_coding,15,38,0.242,0.0
chr19,46030685,46105470,OPA3,-,7.042,V,ENSG00000125741,protein_coding,61,38,0.118,0.0
chr1,21069172,21113816,HP1BP3,-,78.078,V,ENSG00000127483,protein_coding,24,38,0.193,0.0
chr5,125936617,125962944,PHAX,+,17.227,V,ENSG00000164902,protein_coding,26,38,0.136,0.0
chr15,65440557,65477680,CLPX,-,47.873,V,ENSG00000166855,protein_coding,28,38,0.086,0.0
chr9,131067438,131084726,TRUB2,-,14.933,V,ENSG00000167112,protein_coding,15,38,0.181,0.0
chr16,10960079,11036878,CIITA,+,4.259,V,ENSG00000179583,protein_coding,33,38,0.235,0.0
chr7,64450734,64467121,ERV3-1,-,18.939,V,ENSG00000213462,protein_coding,4,38,0.166,0.0
chr22,22652489,22683480,AC245060.7,+,2.347,V,ENSG00000286129,lncRNA,8,38,0.091,0.0
chr13,111530887,111567416,ANKRD10,-,28.425,V,ENSG00000088448,protein_coding,7,37,0.191,0.0
chr20,35169900,35179850,MYL9,+,432.841,V,ENSG00000101335,protein_coding,3,37,0.241,0.0
chr19,49471387,49496567,GYS1,-,65.39,V,ENSG00000104812,protein_coding,17,37,0.219,0.0
chrX,24073063,24096927,EIF2S3,+,99.022,V,ENSG00000130741,protein_coding,16,37,0.028,0.0
chr2,65297830,65357465,RAB1A,-,118.595,V,ENSG00000138069,protein_coding,36,37,0.296,0.0
chr15,75639296,75649455,NEIL1,+,14.053,V,ENSG00000140398,protein_coding,2,37,0.21,0.0
chr5,145316141,145461354,SH3RF2,+,46.681,V,ENSG00000156463,protein_coding,17,37,0.147,0.0
chr11,62495541,62507765,TTC9C,+,13.815,V,ENSG00000162222,protein_coding,21,37,0.158,0.0
chr4,128886461,128961082,ABHD18,+,4.46,V,ENSG00000164074,protein_coding,53,37,0.202,0.0
chr11,64072996,64084215,ESRRA,+,83.246,V,ENSG00000173153,protein_coding,6,37,0.189,0.0
chr1,10003486,10045559,NMNAT1,+,7.043,V,ENSG00000173614,protein_coding,45,37,0.195,0.0
chr2,217362912,217443903,RPL37A,+,228.471,V,ENSG00000197756,protein_coding,19,37,0.109,0.0
chr5,180673507,180699168,AC008443.1,+,1.14,V,ENSG00000233937,lncRNA,13,37,0.174,0.0
chr17,2496504,2588909,PAFAH1B1,+,41.041,V,ENSG00000007168,protein_coding,61,36,0.293,0.0
chr19,45250962,45263301,BCL3,+,144.299,V,ENSG00000069399,protein_coding,2,36,0.106,0.0
chr22,38093055,38172563,TRIOBP,+,40.103,V,ENSG00000100106,protein_coding,40,36,0.193,0.0
chr9,77675489,77703133,NMRK1,-,41.96,V,ENSG00000106733,protein_coding,10,36,0.144,0.0
chr1,36065142,36107127,PSMB2,-,36.693,V,ENSG00000126067,protein_coding,23,36,0.149,0.0
chr7,91570181,91739987,AKAP9,+,15.626,V,ENSG00000127914,protein_coding,51,36,0.233,0.0
chr17,45600308,45700642,NPEPPS,+,75.326,V,ENSG00000141279,protein_coding,76,36,0.165,0.0
chr1,150968562,150980851,MINDY1,-,47.979,V,ENSG00000143409,protein_coding,5,36,0.224,0.0
chr21,34775202,34851655,IFNGR2,+,66.682,V,ENSG00000159128,protein_coding,52,36,0.2,0.0
chr21,44263204,44299678,WDR4,-,12.375,V,ENSG00000160193,protein_coding,13,36,0.179,0.0
chr7,856252,936072,SUN1,+,34.683,V,ENSG00000164828,protein_coding,25,36,0.248,0.0
chr7,128116783,128146656,METTL2B,+,6.589,V,ENSG00000165055,protein_coding,25,36,0.144,0.0
chr13,22066830,22178320,MICU2,-,25.527,V,ENSG00000165487,protein_coding,30,36,0.242,0.0
chr7,102178365,102213100,POLR2J3,-,7.994,V,ENSG00000168255,protein_coding,34,36,0.213,0.0
chrX,16737735,16783463,SYAP1,+,19.586,V,ENSG00000169895,protein_coding,32,36,0.152,0.0
chr11,31391387,31454382,DNAJC24,+,3.106,V,ENSG00000170946,protein_coding,13,36,0.236,0.0
chr2,24150155,24227779,UBXN2A,+,7.639,V,ENSG00000173960,protein_coding,71,36,0.183,0.0
chr2,242674017,242708231,D2HGDH,+,47.793,V,ENSG00000180902,protein_coding,13,36,0.189,0.0
chr17,4402176,4442330,AC118754.1,+,140.831,V,ENSG00000183018,protein_coding,9,36,0.23,0.0
chr11,57520715,57587018,CTNND1,+,272.574,V,ENSG00000198561,protein_coding,33,36,0.258,0.0
chr16,4381550,4405608,PAM16,-,8.63,V,ENSG00000217930,protein_coding,12,36,0.195,0.0
chr22,23980674,24059543,GUSBP11,-,4.307,V,ENSG00000228315,lncRNA,32,36,0.275,0.0
chr19,198264,246544,LINC01002,-,2.208,V,ENSG00000282508,lncRNA,30,36,0.153,0.0
chr19,59073298,59084942,MZF1,-,19.187,V,ENSG00000099326,protein_coding,6,35,0.102,0.0
chr22,22020298,22054304,PPIL2,+,29.43,V,ENSG00000100023,protein_coding,17,35,0.187,0.0
chr6,36461669,36515256,STK38,-,73.786,V,ENSG00000112079,protein_coding,22,35,0.269,0.0
chr14,75179847,75205323,FCF1,+,18.271,V,ENSG00000119616,protein_coding,17,35,0.11,0.0
chr19,9920943,9938492,FBXL12,-,18.477,V,ENSG00000127452,protein_coding,18,35,0.299,0.0
chr19,11309971,11373200,DOCK6,-,19.043,V,ENSG00000130158,protein_coding,47,35,0.278,0.0
chr1,27202623,27216774,GPN2,-,13.219,V,ENSG00000142751,protein_coding,12,35,0.236,0.0
chr11,62382768,62389626,B3GAT3,-,24.634,V,ENSG00000149541,protein_coding,6,35,0.207,0.0
chr13,21946712,22033509,ZDHHC20,-,38.577,V,ENSG00000180776,protein_coding,38,35,0.123,0.0
chr17,76183398,76203782,AFMID,+,14.321,V,ENSG00000183077,protein_coding,20,35,0.209,0.0
chr16,69354043,69373570,COG8,-,4.11,V,ENSG00000213380,protein_coding,6,35,0.158,0.0
chr9,130870860,130880972,SLC25A25-AS1,-,8.698,V,ENSG00000234771,lncRNA,9,35,0.211,0.0
chr17,49039535,49198229,SPAG9,-,16.93,V,ENSG00000008294,protein_coding,87,34,0.273,0.0
chr5,134209493,134237215,TXNDC15,+,9.77,V,ENSG00000113621,protein_coding,18,34,0.194,0.0
chr20,44462438,44471915,SNX21,+,13.826,V,ENSG00000124104,protein_coding,6,34,0.23,0.0
chr18,29027704,29058665,DSG3,+,669.146,V,ENSG00000134757,protein_coding,4,34,0.057,0.0
chr1,6265535,6281359,RNF207,+,25.955,V,ENSG00000158286,protein_coding,8,34,0.169,0.0
chr9,36214438,36277053,GNE,-,25.929,V,ENSG00000159921,protein_coding,40,34,0.124,0.0
chr4,1341054,1389780,UVSSA,+,18.824,V,ENSG00000163945,protein_coding,8,34,0.114,0.0
chr7,1581871,1600457,TMEM184A,-,119.751,V,ENSG00000164855,protein_coding,3,34,0.166,0.0
chr1,155100352,155107375,EFNA1,+,86.522,V,ENSG00000169242,protein_coding,3,34,0.086,0.0
chr19,58411664,58427978,ZNF417,-,3.997,V,ENSG00000173480,protein_coding,4,34,0.309,0.0
chr1,23707554,23751233,TCEA3,-,27.06,V,ENSG00000204219,protein_coding,19,34,0.224,0.0
chr1,110889738,110986439,LAMTOR5-AS1,+,0.3,V,ENSG00000224699,lncRNA,29,34,0.303,0.0
chr19,1905371,1926012,SCAMP4,+,32.073,V,ENSG00000227500,protein_coding,11,34,0.237,0.0
chr17,42253336,42264091,ASB16-AS1,-,6.993,V,ENSG00000267080,lncRNA,5,34,0.297,0.0
chr19,58388133,58427959,AC010326.2,-,0.087,V,ENSG00000269476,protein_coding,23,34,0.309,0.0
chr12,56321103,56347811,DGKA,+,81.838,V,ENSG00000065357,protein_coding,16,33,0.154,0.0
chr22,36649056,36663576,APOL1,+,79.433,V,ENSG00000100342,protein_coding,3,33,0.104,0.0
chr12,124118286,124147151,GTF2H3,+,18.977,V,ENSG00000111358,protein_coding,21,33,0.137,0.0
chr13,50486838,50510626,SPRYD7,-,11.108,V,ENSG00000123178,protein_coding,17,33,0.225,0.0
chr10,135092134,135125841,TUBGCP2,-,26.079,V,ENSG00000130640,protein_coding,5,33,0.238,0.0
chr3,10182692,10193904,VHL,+,14.074,V,ENSG00000134086,protein_coding,8,33,0.145,0.0
chr2,198351308,198381461,HSPD1,-,93.99,V,ENSG00000144381,protein_coding,19,33,0.25,0.0
chr8,95731931,95806064,DPY19L4,+,7.209,V,ENSG00000156162,protein_coding,52,33,0.232,0.0
chr6,36095586,36112301,MAPK13,+,71.488,V,ENSG00000156711,protein_coding,9,33,0.07,0.0
chr21,34602206,34637980,IFNAR2,+,1.396,V,ENSG00000159110,protein_coding,11,33,0.262,0.0
chr21,47655047,47706211,MCM3AP,-,19.196,V,ENSG00000160294,protein_coding,22,33,0.302,0.0
chr1,153606458,153618782,CHTOP,+,36.972,V,ENSG00000160679,protein_coding,6,33,0.181,0.0
chr14,55518365,55536912,MAPK1IP1L,+,28.441,V,ENSG00000168175,protein_coding,6,33,0.233,0.0
chr11,67056018,67069956,ANKRD13D,+,29.805,V,ENSG00000172932,protein_coding,6,33,0.18,0.0
chr19,4639528,4655580,TNFAIP8L1,+,4.684,V,ENSG00000185361,protein_coding,8,33,0.211,0.0
chr17,79801037,79818500,P4HB,-,548.31,V,ENSG00000185624,protein_coding,6,33,0.12,0.0
chr19,3750770,3761690,AC005954.1,-,9.145,V,ENSG00000011132,protein_coding,11,32,0.206,0.0
chr12,27485787,27578222,ARNTL2,+,32.511,V,ENSG00000029153,protein_coding,18,32,0.1,0.0
chr12,27124512,27167367,TM7SF3,-,33.985,V,ENSG00000064115,protein_coding,15,32,0.221,0.0
chr13,24995069,25086916,PARP4,-,73.399,V,ENSG00000102699,protein_coding,35,32,0.213,0.0
chr14,23440386,23451760,AJUBA,-,20.256,V,ENSG00000129474,protein_coding,2,32,0.144,0.0
chr4,331603,378657,ZNF141,+,4.233,V,ENSG00000131127,protein_coding,13,32,0.188,0.0
chr2,85545143,85555419,TGOLN2,-,49.739,V,ENSG00000152291,protein_coding,4,32,0.161,0.0
chr19,54704677,54752862,RPS9,+,347.971,V,ENSG00000170889,protein_coding,21,32,0.136,0.0
chr14,23299088,23304246,MRPL52,+,26.061,V,ENSG00000172590,protein_coding,2,32,0.149,0.0
chr1,28832455,28865812,RCC1,+,23.125,V,ENSG00000180198,protein_coding,26,32,0.099,0.0
chr15,42830018,42841000,LRRC57,-,3.991,V,ENSG00000180979,protein_coding,8,32,0.181,0.0
chr22,36044493,36064451,APOL6,+,10.485,V,ENSG00000221963,protein_coding,3,32,0.14,0.0
chr7,102277472,102283238,UPK3BL1,-,0.131,V,ENSG00000267368,protein_coding,2,32,0.049,0.0
chr19,39369195,39390502,SIRT2,-,28.112,V,ENSG00000068903,protein_coding,10,31,0.177,0.0
chr2,131113618,131132978,PTPN18,+,27.646,V,ENSG00000072135,protein_coding,8,31,0.215,0.0
chr6,35800743,35889119,SRPK1,-,13.356,V,ENSG00000096063,protein_coding,46,31,0.212,0.0
chr19,17378185,17392058,BABAM1,+,17.982,V,ENSG00000105393,protein_coding,15,31,0.293,0.0
chr2,172173915,172291312,METTL8,-,5.728,V,ENSG00000123600,protein_coding,37,31,0.223,0.0
chr20,48120411,48184674,PTGIS,-,13.1,V,ENSG00000124212,protein_coding,17,31,0.124,0.0
chr14,55833110,55878576,ATG14,-,13.466,V,ENSG00000126775,protein_coding,19,31,0.18,0.0
chr17,74466973,74497872,RHBDF2,-,33.731,V,ENSG00000129667,protein_coding,12,31,0.225,0.0
chr4,83739662,83822319,SEC31A,-,50.575,V,ENSG00000138674,protein_coding,33,31,0.129,0.0
chr2,128601127,128615729,POLR2D,-,9.547,V,ENSG00000144231,protein_coding,17,31,0.163,0.0
chr19,37803739,37860267,ZNF875,+,10.715,V,ENSG00000181666,protein_coding,26,31,0.247,0.0
chr15,90808891,90821373,NGRN,+,8.658,V,ENSG00000182768,protein_coding,8,31,0.199,0.0
chr19,51532348,51538486,KLK12,-,314.828,V,ENSG00000186474,protein_coding,2,31,0.167,0.0
chr19,5904869,5910864,VMAC,+,11.939,V,ENSG00000187650,protein_coding,4,31,0.242,0.0
chrX,100264335,100307105,TRMT2B,-,13.034,V,ENSG00000188917,protein_coding,34,31,0.23,0.0
chr1,38326369,38412729,INPP5B,-,5.652,V,ENSG00000204084,protein_coding,70,31,0.135,0.0
chr20,34213953,34252878,CPNE1,-,64.879,V,ENSG00000214078,protein_coding,12,31,0.174,0.0
chr1,201476369,201503912,AC096677.1,+,2.386,V,ENSG00000224536,lncRNA,11,31,0.396,0.0
chrX,73164017,73290243,JPX,+,0.876,V,ENSG00000225470,lncRNA,39,31,0.119,0.0
chr1,1252961,1254069,AL139287.1,-,45.26,V,ENSG00000240731,lncRNA,1,31,0.146,0.0
chr22,45148438,45258668,ARHGAP8,+,1.255,V,ENSG00000241484,protein_coding,54,31,0.289,0.0
chr22,45098113,45258586,PRR5-ARHGAP8,+,0.027,V,ENSG00000248405,protein_coding,78,31,0.289,0.0
chr19,58331089,58357606,ZNF587B,+,4.501,V,ENSG00000269343,protein_coding,15,31,0.243,0.0
chr1,113066136,113163447,ST7L,-,2.895,V,ENSG00000007341,protein_coding,52,30,0.219,0.0
chr16,15737124,15820210,NDE1,+,8.865,V,ENSG00000072864,protein_coding,62,30,0.116,0.0
chr22,51061182,51066601,ARSA,-,44.676,V,ENSG00000100299,protein_coding,3,30,0.2,0.0
chr14,53241911,53258386,GNPNAT1,-,6.535,V,ENSG00000100522,protein_coding,5,30,0.133,0.0
chr8,30535583,30585363,GSR,-,48.281,V,ENSG00000104687,protein_coding,40,30,0.129,0.0
chr3,48782030,48885307,PRKAR2A,-,22.638,V,ENSG00000114302,protein_coding,88,30,0.123,0.0
chr2,85771843,85788670,GGCX,-,10.102,V,ENSG00000115486,protein_coding,5,30,0.183,0.0
chr17,4710447,4726729,PLD2,+,101.472,V,ENSG00000129219,protein_coding,12,30,0.197,0.0
chr14,21927179,21945119,RAB2B,-,12.78,V,ENSG00000129472,protein_coding,9,30,0.224,0.0
chr7,86781677,86825653,DMTF1,+,21.878,V,ENSG00000135164,protein_coding,6,30,0.208,0.0
chr17,411908,624957,VPS53,-,5.911,V,ENSG00000141252,protein_coding,89,30,0.166,0.0
chr5,40825364,40835324,RPL37,-,134.666,V,ENSG00000145592,protein_coding,4,30,0.12,0.0
chr21,45636897,45660849,ICOSLG,-,4.44,V,ENSG00000160223,protein_coding,4,30,0.178,0.0
chr4,73918079,73935472,COX18,-,4.414,V,ENSG00000163626,protein_coding,6,30,0.142,0.0
chr7,100728762,100741248,TRIM56,+,26.23,V,ENSG00000169871,protein_coding,6,30,0.107,0.0
chr19,19779605,19794318,ZNF101,+,4.761,V,ENSG00000181896,protein_coding,14,30,0.259,0.0
chr1,1590990,1624167,SLC35E2B,-,18.523,V,ENSG00000189339,protein_coding,21,30,0.101,0.0
chr19,53341263,53393628,ZNF468,-,2.844,V,ENSG00000204604,protein_coding,36,30,0.172,0.0
chr21,34961647,35016232,CRYZL1,-,7.299,V,ENSG00000205758,protein_coding,34,30,0.298,0.0
chr4,39529639,39596327,UGDH-AS1,+,1.076,V,ENSG00000249348,lncRNA,43,30,0.183,0.0
chr5,139781493,139929154,ANKHD1-EIF4EBP3,+,1.186,V,ENSG00000254996,protein_coding,62,30,0.268,0.0
chr16,74339025,74369244,AC009120.2,-,3.12,V,ENSG00000259972,lncRNA,20,30,0.297,0.0
chr1,87012761,87046437,CLCA4,+,1015.365,V,ENSG00000016602,protein_coding,2,29,0.12,0.0
chr15,52873514,53002014,FAM214A,-,21.834,V,ENSG00000047346,protein_coding,35,29,0.249,0.0
chr19,19256378,19302967,BORCS8-MEF2B,-,0.091,V,ENSG00000064489,protein_coding,39,29,0.247,0.0
chr20,44518783,44527459,CTSA,+,37.608,V,ENSG00000064601,protein_coding,2,29,0.226,0.0
chr14,45584802,45604522,FKBP3,-,34.038,V,ENSG00000100442,protein_coding,9,29,0.378,0.0
chr16,4932508,5010742,PPL,-,984.896,V,ENSG00000118898,protein_coding,45,29,0.177,0.0
chr19,12841454,12845498,TRIR,-,187.64,V,ENSG00000123144,protein_coding,1,29,0.165,0.0
chr19,18451408,18480760,PGPEP1,+,4.124,V,ENSG00000130517,protein_coding,30,29,0.24,0.0
chrX,47050260,47074527,UBA1,+,170.998,V,ENSG00000130985,protein_coding,7,29,0.154,0.0
chr1,62208078,62644347,PATJ,+,19.442,V,ENSG00000132849,protein_coding,205,29,0.123,0.0
chr22,40390958,40439538,FAM83F,+,12.942,V,ENSG00000133477,protein_coding,19,29,0.15,0.0
chr14,91526677,91691976,DGLUCY,+,18.058,V,ENSG00000133943,protein_coding,93,29,0.253,0.0
chr13,52986737,53024769,VPS36,-,26.643,V,ENSG00000136100,protein_coding,11,29,0.265,0.0
chr13,78109809,78219398,SCEL,+,519.498,V,ENSG00000136155,protein_coding,11,29,0.277,0.0
chr9,114659094,114697649,UGCG,+,60.954,V,ENSG00000148154,protein_coding,20,29,0.235,0.0
chr11,47185850,47198676,ARFGAP2,-,49.469,V,ENSG00000149182,protein_coding,3,29,0.217,0.0
chr8,99037079,99058697,RPL30,-,195.389,V,ENSG00000156482,protein_coding,7,29,0.243,0.0
chr1,1407149,1433228,ATAD3B,+,7.615,V,ENSG00000160072,protein_coding,18,29,0.235,0.0
chr1,220230824,220263804,BPNT1,-,17.658,V,ENSG00000162813,protein_coding,17,29,0.154,0.0
chr3,44779153,44803111,KIAA1143,-,9.152,V,ENSG00000163807,protein_coding,12,29,0.151,0.0
chr5,175819456,175843570,CLTB,-,430.566,V,ENSG00000175416,protein_coding,12,29,0.258,0.0
chr19,15751707,15773635,CYP4F3,+,27.108,V,ENSG00000186529,protein_coding,2,29,0.198,0.0
chr22,41253081,41328819,XPNPEP3,+,3.567,V,ENSG00000196236,protein_coding,54,29,0.255,0.0
chr17,36337711,36358166,TBC1D3,-,2.344,V,ENSG00000197681,protein_coding,5,29,0.168,0.0
chr19,19256376,19302940,MEF2B,-,0.803,V,ENSG00000213999,protein_coding,39,29,0.247,0.0
chr12,133287405,133299320,PGAM5,+,23.755,V,ENSG00000247077,protein_coding,9,29,0.092,0.0
chr16,31460856,31464814,AC026471.4,-,11.398,V,ENSG00000261474,lncRNA,1,29,0.215,0.0
chr3,49977440,50137478,RBM6,+,47.798,V,ENSG00000004534,protein_coding,136,28,0.282,0.0
chr6,138724668,138743334,HEBP2,+,40.605,V,ENSG00000051620,protein_coding,4,28,0.136,0.0
chr4,2939660,2965133,NOP14,-,27.668,V,ENSG00000087269,protein_coding,3,28,0.106,0.0
chr16,22217599,22300059,EEF2K,+,16.207,V,ENSG00000103319,protein_coding,71,28,0.15,0.0
chr17,1933404,1946724,DPH1,+,11.066,V,ENSG00000108963,protein_coding,4,28,0.273,0.0
chr11,117947727,117992605,TMPRSS4,+,92.393,V,ENSG00000137648,protein_coding,8,28,0.391,0.0
chr16,50099881,50141183,HEATR3,+,11.749,V,ENSG00000155393,protein_coding,26,28,0.213,0.0
chr19,11242196,11266484,SPC24,-,4.227,V,ENSG00000161888,protein_coding,26,28,0.131,0.0
chr1,152974223,152976332,SPRR3,+,29704.313,V,ENSG00000163209,protein_coding,0,28,0.002,0.0
chr9,131018108,131038274,GOLGA2,-,60.589,V,ENSG00000167110,protein_coding,5,28,0.284,0.0
chr13,115047076,115071292,UPF3A,+,17.861,V,ENSG00000169062,protein_coding,16,28,0.161,0.0
chr3,40566369,40616176,ZNF621,+,8.406,V,ENSG00000172888,protein_coding,22,28,0.18,0.0
chr12,132413745,132430441,PUS1,+,8.959,V,ENSG00000177192,protein_coding,13,28,0.199,0.0
chr11,57509635,57560715,AP001931.1,+,8.519,V,ENSG00000254732,protein_coding,27,28,0.225,0.0
chr19,57815673,57819930,AC005261.2,+,17.924,V,ENSG00000268205,lncRNA,1,28,0.12,0.0
chr1,160967747,161008752,AL591806.3,-,0.543,V,ENSG00000270149,protein_coding,30,28,0.056,0.0
chr2,202047604,202094129,CASP10,+,14.377,V,ENSG00000003400,protein_coding,22,27,0.138,0.0
chr7,38762574,38971994,VPS41,-,13.249,V,ENSG00000006715,protein_coding,28,27,0.288,0.0
chr2,86247339,86333278,POLR1A,-,10.86,V,ENSG00000068654,protein_coding,21,27,0.243,0.0
chr16,88781746,88851628,PIEZO1,-,38.991,V,ENSG00000103335,protein_coding,15,27,0.087,0.0
chr5,37288239,37371208,NUP155,-,6.561,V,ENSG00000113569,protein_coding,79,27,0.275,0.0
chr2,27532360,27548547,MPV17,-,14.559,V,ENSG00000115204,protein_coding,5,27,0.329,0.0
chr2,178092323,178257425,NFE2L2,-,154.234,V,ENSG00000116044,protein_coding,45,27,0.181,0.0
chr1,6281253,6296032,ICMT,-,45.069,V,ENSG00000116237,protein_coding,13,27,0.157,0.0
chr1,20969150,20978686,PINK1-AS,-,1.509,V,ENSG00000117242,lncRNA,6,27,0.072,0.0
chr19,11071501,11190102,SMARCA4,+,30.136,V,ENSG00000127616,protein_coding,75,27,0.128,0.0
chr4,57301907,57330745,PAICS,+,24.074,V,ENSG00000128050,protein_coding,14,27,0.099,0.0
chr17,46908350,46943884,CALCOCO2,+,35.641,V,ENSG00000136436,protein_coding,15,27,0.147,0.0
chr4,68334480,68411221,CENPC,-,8.828,V,ENSG00000145241,protein_coding,17,27,0.291,0.0
chr7,6629652,6648357,C7orf26,+,21.022,V,ENSG00000146576,protein_coding,18,27,0.286,0.0
chr2,201838441,201936394,FAM126B,-,7.398,V,ENSG00000155744,protein_coding,54,27,0.322,0.0
chr1,155629234,155658791,YY1AP1,-,29.552,V,ENSG00000163374,protein_coding,19,27,0.329,0.0
chr16,28834356,28848558,ATXN2L,+,67.314,V,ENSG00000168488,protein_coding,4,27,0.281,0.0
chr1,155165379,155178842,THBS3,-,22.464,V,ENSG00000169231,protein_coding,4,27,0.339,0.0
chr5,175792490,175828866,ARL10,+,5.36,V,ENSG00000175414,protein_coding,13,27,0.25,0.0
chr19,45165545,45187631,CEACAM19,+,3.392,V,ENSG00000186567,protein_coding,11,27,0.292,0.0
chr1,35497773,35581460,ZMYM1,+,8.476,V,ENSG00000197056,protein_coding,47,27,0.276,0.0
chr1,168195176,168222259,SFT2D2,+,16.236,V,ENSG00000213064,protein_coding,7,27,0.092,0.0
chr10,88961404,89102369,NUTM2A-AS1,-,2.358,V,ENSG00000223482,lncRNA,23,27,0.229,0.0
chr16,70280681,70285843,EXOSC6,-,12.783,V,ENSG00000223496,protein_coding,5,27,0.127,0.0
chr7,104590762,104653491,LINC01004,-,7.021,V,ENSG00000228393,lncRNA,32,27,0.212,0.0
chr13,111546986,111551519,ANKRD10-IT1,-,21.617,V,ENSG00000229152,lncRNA,3,27,0.172,0.0
chr1,100435567,100548877,AC118553.2,+,0.138,V,ENSG00000283761,protein_coding,42,27,0.149,0.0
chr10,106028631,106064708,GSTO2,+,7.156,V,ENSG00000065621,protein_coding,12,26,0.27,0.0
chr20,32951047,33128552,ITCH,+,25.905,V,ENSG00000078747,protein_coding,106,26,0.269,0.0
chr14,23485752,23504439,PSMB5,-,83.335,V,ENSG00000100804,protein_coding,15,26,0.228,0.0
chr1,100434907,100501190,SLC35A3,+,4.921,V,ENSG00000117620,protein_coding,21,26,0.151,0.0
chr2,85788685,85809154,VAMP8,+,362.596,V,ENSG00000118640,protein_coding,18,26,0.3,0.0
chr9,113006090,113018787,TXN,-,896.576,V,ENSG00000136810,protein_coding,5,26,0.259,0.0
chr9,130341649,130458306,STXBP1,+,4.782,V,ENSG00000136854,protein_coding,74,26,0.252,0.0
chr12,56679700,56709843,AC073896.1,-,0.168,V,ENSG00000144785,protein_coding,24,26,0.226,0.0
chr12,125396150,125401914,UBC,-,657.837,V,ENSG00000150991,protein_coding,0,26,0.011,0.0
chr10,14939358,14996431,DCLRE1C,-,7.313,V,ENSG00000152457,protein_coding,30,26,0.149,0.0
chr6,150204511,150219238,RAET1E,-,36.451,V,ENSG00000164520,protein_coding,4,26,0.099,0.0
chr11,93463114,93517557,TAF1D,-,25.443,V,ENSG00000166012,protein_coding,35,26,0.143,0.0
chr4,165991760,166129701,TMEM192,-,3.553,V,ENSG00000170088,protein_coding,76,26,0.193,0.0
chr11,64590524,64612125,CDC42BPG,-,62.403,V,ENSG00000171219,protein_coding,6,26,0.136,0.0
